,Sentences,Predicted Class,True Class,Probabilities
223,Too obscure and contrived.,negative,negative,"[0.8187395334243774, 0.1649123579263687, 0.016348131000995636]"
224,One of my all-time favorite movies.  Based on true story.,positive,positive,"[0.017372222617268562, 0.0527808777987957, 0.9298468828201294]"
225,Inappropriate words are endless and people  harass you,negative,negative,"[0.9163965582847595, 0.06130320951342583, 0.022300196811556816]"
226,"2nd time ive owned this movie!tion  Wore the first one out!!!  Quick delivery,  in good condition",positive,positive,"[0.02816033735871315, 0.091255784034729, 0.8805839419364929]"
227,"Fun game, no in app purchases so far and no adds.",neutral,positive,"[0.06046416983008385, 0.7486006617546082, 0.1909351795911789]"
228,The best of The Shadows.,positive,positive,"[0.020871136337518692, 0.08182572573423386, 0.8973031640052795]"
229,Very cute. Fun. Lots of little pieces.,positive,neutral,"[0.020712757483124733, 0.118956558406353, 0.8603307008743286]"
230,Thrilling ending but a long slog to get to it.,neutral,neutral,"[0.08874653279781342, 0.8406568765640259, 0.07059666514396667]"
231,I did not agree with some of his views,negative,neutral,"[0.7290727496147156, 0.23437553644180298, 0.03655175492167473]"
232,Have only been playing it for a few minutes but so far is a cute game.,neutral,neutral,"[0.039658211171627045, 0.5193771719932556, 0.44096457958221436]"
233,It takes a long time to receive the text and you have to have Wi-Fi for the message to go through.,neutral,neutral,"[0.26588174700737, 0.6829133033752441, 0.05120489373803139]"
234,Ready for a good read! Smooth transaction!,positive,positive,"[0.022290276363492012, 0.10483027249574661, 0.8728794455528259]"
235,Come in just spanish Spain,positive,neutral,"[0.17723771929740906, 0.3980436623096466, 0.4247186481952667]"
236,It's the best game I've downloaded in years,positive,positive,"[0.019379185512661934, 0.05837715417146683, 0.922243595123291]"
237,"All of the relevant Metal Gear games right there at your fingertips, what more could you want?",negative,positive,"[0.4786417782306671, 0.3449500501155853, 0.17640814185142517]"
238,keeps up with every thing for me and helps me to email information when i need tooo to other people,positive,positive,"[0.03129611536860466, 0.15692585706710815, 0.8117780089378357]"
239,I don't know as I have not used this app yet. I'm still working on putting pictures into the Kindle,negative,neutral,"[0.502471923828125, 0.4235926568508148, 0.07393545657396317]"
240,Lee Child phoned this one in...,negative,neutral,"[0.5742468237876892, 0.3373826742172241, 0.08837050199508667]"
241,"this looks like a fun app, but i don't know since i can't install it, even with a wifi connection.",neutral,negative,"[0.13356249034404755, 0.8083032965660095, 0.058134179562330246]"
242,Great movie - my daughter was so excited to get it for Christmas!,positive,positive,"[0.016680710017681122, 0.03891482204198837, 0.9444045424461365]"
243,A fun story but the message got to be a bit much,neutral,neutral,"[0.04546838253736496, 0.8895853161811829, 0.06494630128145218]"
244,would like to know how to delete it. please e-mail me  on how to delete any game that I dont like,negative,negative,"[0.5805127024650574, 0.35828033089637756, 0.06120690703392029]"
245,Great game for passing time. A bit like tangrams.,positive,positive,"[0.02347528375685215, 0.3308134078979492, 0.645711362361908]"
246,Bad graphics hard to control the goat  the people look bad  it has no point it is not funny,negative,negative,"[0.8596003651618958, 0.12605559825897217, 0.01434403471648693]"
247,IT ONLY WORKED FOR THE STATES NOT OUT OF THE COUNTRY LIKE I THOUGHT IT WOULD.,negative,negative,"[0.671653687953949, 0.3059491217136383, 0.02239719033241272]"
248,Literature or Just another edition of Democrat Political Subversive Political Fiction,negative,negative,"[0.5968297123908997, 0.3008216321468353, 0.10234866291284561]"
249,My son loves the nerf gun. The only negative is it difficult to put on the front trigger.,neutral,positive,"[0.06889517605304718, 0.5894157886505127, 0.34168899059295654]"
250,Some nuggets of good dialog strung between too many explosions and a highly predictable plot.,negative,neutral,"[0.6274784803390503, 0.3560948967933655, 0.016426680609583855]"
251,what a great movie...,positive,positive,"[0.016218557953834534, 0.043242380023002625, 0.9405391216278076]"
252,"Way out there, especially towards the end.",neutral,neutral,"[0.2747851312160492, 0.6849241256713867, 0.04029073193669319]"
253,This is awesome get it<br />Now u won't regret it,positive,positive,"[0.021856114268302917, 0.052731022238731384, 0.9254128336906433]"
254,Facebook stops working as soon as it opens,negative,negative,"[0.871807873249054, 0.10685869306325912, 0.021333428099751472]"
255,Boring book. It was hard to get through it. Glad I'm finally finished,negative,negative,"[0.6749301552772522, 0.305411696434021, 0.019658096134662628]"
256,"Easy read, gets exciting at times, fairly predictable.",neutral,neutral,"[0.04495621472597122, 0.8978191614151001, 0.05722459778189659]"
257,just did not enjoy this nor could I get into it.,negative,negative,"[0.9064088463783264, 0.07971648871898651, 0.013874701224267483]"
258,Quite an addicting game. It's fun and exciting and is certainly the cure for a boring afternoon.,positive,positive,"[0.01772780902683735, 0.13084591925144196, 0.8514263033866882]"
259,Its stupid that you can't play if your 12 and down,negative,negative,"[0.9056118130683899, 0.07857608795166016, 0.015812061727046967]"
260,The One stop that has everything shop!,positive,positive,"[0.03974023833870888, 0.06726893037557602, 0.8929908871650696]"
261,Loved the book..,positive,positive,"[0.019303373992443085, 0.08160164952278137, 0.8990949392318726]"
262,Good movie- love all things Neesom,positive,positive,"[0.02082131803035736, 0.09454634040594101, 0.884632408618927]"
263,Fun to watch. All the old action stars. You must enjoy it if you watch it. Watch it! Love it.,positive,positive,"[0.015314184129238129, 0.05431227758526802, 0.9303735494613647]"
264,very disappointed with the ending,negative,neutral,"[0.7560804486274719, 0.22264771163463593, 0.021271850913763046]"
265,Class film,neutral,positive,"[0.29632678627967834, 0.5200396180152893, 0.18363361060619354]"
266,I'll watch anything with DiCaprio. Great actor!,positive,neutral,"[0.015510945580899715, 0.04260058328509331, 0.9418883919715881]"
267,A little repetitive. Good if you don't need much challenge.,neutral,neutral,"[0.05705840140581131, 0.8973585367202759, 0.0455830879509449]"
268,Exactly what I would expect. Great read!!,positive,positive,"[0.014664039947092533, 0.04323431849479675, 0.9421016573905945]"
269,Still reading it but liking it so far ...,neutral,positive,"[0.040886104106903076, 0.6200618147850037, 0.33905214071273804]"
270,"I love to play Bingo but this is not as much fun as I thought it would be, it will do in a pinch",negative,neutral,"[0.5431379675865173, 0.43656525015830994, 0.020296810194849968]"
271,"Visually Impressive but boring, bug let down from the LOTR trilogy.",neutral,negative,"[0.3276466429233551, 0.6457579135894775, 0.026595378294587135]"
272,"Very strange, out-of-this-world film!",positive,neutral,"[0.20194247364997864, 0.16967739164829254, 0.6283801794052124]"
273,I love this game so much you can go to the bar and you can have friends.ID VRKE3,positive,positive,"[0.021734578534960747, 0.04948659986257553, 0.9287788271903992]"
274,rock the cradle of love and l.a. woman - that's about it for this cd.,positive,neutral,"[0.02706223353743553, 0.08355633914470673, 0.8893814086914062]"
275,Not a favorite novel but did keep me guessing.,neutral,neutral,"[0.036935508251190186, 0.762646496295929, 0.20041801035404205]"
276,Got it for free so good enough at said price.,positive,positive,"[0.03756089508533478, 0.3258550763130188, 0.6365840435028076]"
277,Too long because of being so disconnected.,negative,negative,"[0.753027617931366, 0.22481730580329895, 0.022155053913593292]"
278,More of the same mindless matching. Good to pass time but not very exciting.,neutral,neutral,"[0.11712827533483505, 0.8523059487342834, 0.030565738677978516]"
279,Its a good movie.,neutral,neutral,"[0.03458242118358612, 0.5194879770278931, 0.44592955708503723]"
280,love the game so much fun consumes a lot of time its a must have app download now come on,positive,positive,"[0.01621636562049389, 0.04953113570809364, 0.9342524409294128]"
281,Love it but could be better.,neutral,neutral,"[0.055599145591259, 0.643051028251648, 0.30134984850883484]"
282,"Very cool show. Action, suspence. Being from Mass, I also think its cool that it in the area.",positive,positive,"[0.021683944389224052, 0.16376638412475586, 0.8145496845245361]"
283,It is hard but really fun I get mad a lot but you never get bored of this game... buy it!!!!!,positive,positive,"[0.09157931059598923, 0.4210208058357239, 0.4873998761177063]"
284,Buttons do not function properly,negative,negative,"[0.890981137752533, 0.0899195671081543, 0.019099239259958267]"
285,Not the best game ever but it's still fun and enjoyable,positive,neutral,"[0.02250281721353531, 0.2558137774467468, 0.7216833829879761]"
286,Love & very touching story.,positive,negative,"[0.017506860196590424, 0.04207635670900345, 0.9404168128967285]"
287,"I liked it, however, there were lots of story lines to follow which was distracting at times.",neutral,neutral,"[0.1256067156791687, 0.8433268666267395, 0.03106643632054329]"
288,Too long and predictable,negative,neutral,"[0.8467755317687988, 0.13796347379684448, 0.015261078253388405]"
289,"just a funny movie, kind of silly, but still entertaining",neutral,neutral,"[0.05511977896094322, 0.8694498538970947, 0.07543033361434937]"
290,vey nice. Arrived quickly.,positive,positive,"[0.04625534266233444, 0.4260141849517822, 0.5277304649353027]"
291,Love this show! I can't watch them fast enough.,positive,positive,"[0.018115762621164322, 0.035226576030254364, 0.946657657623291]"
292,"I love, love, love this!!! 10 levels just aren't enough!! More, more more!!!",positive,positive,"[0.0460323840379715, 0.04325071722269058, 0.9107168912887573]"
293,"Not my my cup of tea, this Bosch episode, stick to LA.",negative,negative,"[0.6613260507583618, 0.30162060260772705, 0.03705337643623352]"
294,This is not according to the Bible... and its False belief.........,negative,negative,"[0.8919487595558167, 0.0829479992389679, 0.025103241205215454]"
295,Enjoying the music of the highlands.,positive,positive,"[0.030387120321393013, 0.19396649301052094, 0.7756463885307312]"
296,Not even worth it if it were free! I'd give it zero start if I could.,negative,negative,"[0.9293631315231323, 0.054579444229602814, 0.016057517379522324]"
297,"A slow and, at times, exceptionally boring story line.",negative,negative,"[0.7675517797470093, 0.21700681746006012, 0.015441459603607655]"
298,Player works great on my k fire,positive,positive,"[0.018660617992281914, 0.08551986515522003, 0.8958194851875305]"
299,Just was not what I thought it would be,negative,neutral,"[0.8115402460098267, 0.17338794469833374, 0.015071803703904152]"
300,"it was ok, but not for me, not what I am interested in",neutral,neutral,"[0.1678028404712677, 0.8038097620010376, 0.02838735654950142]"
301,Totally fun to listen to the books that they talk about on Castle.,positive,positive,"[0.017993301153182983, 0.08896476030349731, 0.8930419087409973]"
302,"This game is somewhat fun.  It seems a bit pointless so far, but for what it is, it is fine.",neutral,neutral,"[0.0424918495118618, 0.8946316242218018, 0.06287658959627151]"
303,"Was a hard read, not fast moving!",negative,negative,"[0.6129133701324463, 0.36749815940856934, 0.01958850957453251]"
304,It was fun to play but then boring,neutral,neutral,"[0.21243460476398468, 0.7637524008750916, 0.023812992498278618]"
305,"Movie was terrible, didn't follow biblical teachings at all!!!",negative,negative,"[0.9314296245574951, 0.05019764602184296, 0.018372710794210434]"
306,"I fell asleep, so it wasn't that exciting.",neutral,negative,"[0.4023784399032593, 0.5760488510131836, 0.021572628989815712]"
307,not sure i get the point,negative,negative,"[0.6498482823371887, 0.3305688500404358, 0.01958288811147213]"
308,I got this app for the kindle.It said ice age is not  respond  free app don't get it it`s a  ripoff,negative,negative,"[0.8985607028007507, 0.07829121500253677, 0.023148030042648315]"
